char 1, char2, index, text
Joffrey-Baratheon (Joffrey), Tyrion-Lannister (Tyrion), 1631859, "where Joffrey sat with his Tyrell queen.  Does she wish it were her in Margaery place? Tyrion"
Margaery-Tyrell (Margaery), Tyrion-Lannister (Tyrion), 1631859, "where Joffrey sat with his Tyrell queen.  Does she wish it were her in Margaery place? Tyrion"
Margaery-Tyrell (Margaery), Joffrey-Baratheon (Joffrey), 1632096, "fine beautiful happy women who belonged to other men. Margaery; of course; smiling sweetly as she and Joffrey"
Joffrey-Baratheon (Joffrey), Alerie (Lady-Alerie), 1632178, "smiling sweetly as she and Joffrey shared a drink from the great seven-sided wedding chalice. Her mother Lady-Alerie"
Alerie (Lady-Alerie), Mace-Tyrell (Mace-Tyrell), 1632238, "a drink from the great seven-sided wedding chalice. Her mother Lady-Alerie; silver-haired and handsome; still proud beside Mace-Tyrell"
Ellaria-Sand (Ellaria-Sand), Cersei-Lannister (Cersei), 1632403, "as birds. Lord Merryweather dark-haired Myrish wife with her big black sultry eyes. Ellaria-Sand among the Dornishmen (Cersei"
Symon (Symon), Tyrion-Lannister (Tyrion), 1634308, "realm against his brother.  And for this poor Symon wound up in a bowl of brown; Tyrion"
Symon (Symon), Margaery-Tyrell (Queen-Margaery), 1634330, "his brother.  And for this poor Symon wound up in a bowl of brown; Tyrion mused. Queen-Margaery"
Tyrion-Lannister (Tyrion), Margaery-Tyrell (Queen-Margaery), 1634330, "his brother.  And for this poor Symon wound up in a bowl of brown; Tyrion mused. Queen-Margaery"
Margaery-Tyrell (Queen-Margaery), Renly-Baratheon (Lord-Renly), 1634392, "a bowl of brown; Tyrion mused. Queen-Margaery was teary-eyed by the end; when the shade of brave Lord-Renly"
Tyrion-Lannister (Tyrion), Renly-Baratheon (Lord-Renly), 1634392, "a bowl of brown; Tyrion mused. Queen-Margaery was teary-eyed by the end; when the shade of brave Lord-Renly"
Renly-Baratheon (Renly-Baratheon), Tyrion-Lannister (Imp), 1634523, "one last look at his true love face. "Renly-Baratheon never repented of anything in his life;" the Imp"
Renly-Baratheon (Renly-Baratheon), Sansa-Stark (Sansa), 1634534, "look at his true love face. "Renly-Baratheon never repented of anything in his life;" the Imp told Sansa"
Tyrion-Lannister (Imp), Sansa-Stark (Sansa), 1634534, "look at his true love face. "Renly-Baratheon never repented of anything in his life;" the Imp told Sansa"
Mace-Tyrell (Lord-Tyrell), Butterbumps (Butterbumps), 1635512, "Moon Boy mounted his stilts and strode around the tables in pursuit of Lord-Tyrell ludicrously fat fool Butterbumps"
Collio-Quaynis (Collio-Quaynis-of-Tyrosh), Symon (Symon), 1636127, "the heralds summoned another singer; Collio-Quaynis-of-Tyrosh; who had a vermilion beard and an accent as ludicrous as Symon"
Symon (Symon), Collio-Quaynis (Collio), 1636148, "another singer; Collio-Quaynis-of-Tyrosh; who had a vermilion beard and an accent as ludicrous as Symon had promised. Collio"
Collio-Quaynis (Collio), Tywin-Lannister (Lord-Tywin), 1636752, "in their plumage; roasted whole and stuffed with dates; while Collio summoned a drummer; bowed low before Lord-Tywin"
Tyrion-Lannister (Tyrion), Sansa-Stark (Sansa), 1636957, "Bottom and apologize to the stew. Tyrion turned to his wife. "So which did you prefer?"  Sansa"
Tyrion-Lannister (Tyrion), Leonette (Lady-Leonette), 1639280, "Hand again; the first thing Ill do is hang all the singers;" said Tyrion; too loudly.  Lady-Leonette"
Leonette (Lady-Leonette), Garlan-Tyrell (Ser-Garlan), 1639323, "do is hang all the singers;" said Tyrion; too loudly.  Lady-Leonette laughed lightly beside him; and Ser-Garlan"
Tyrion-Lannister (Tyrion), Garlan-Tyrell (Ser-Garlan), 1639323, "do is hang all the singers;" said Tyrion; too loudly.  Lady-Leonette laughed lightly beside him; and Ser-Garlan"
Tyrion-Lannister (Tyrion), Leonette (Lady-Leonette), 1639580, "blood they boarded their ships �"  "� and cut off poor Tyrion nose;" Tyrion finished.  Lady-Leonette"
Tyrion-Lannister (Tyrion), Stannis-Baratheon (Lord-Stannis), 1639908, "the foe would have been across the river. And if Tyrion wildlings had not slain most of Lord-Stannis"
Stannis-Baratheon (Lord-Stannis), Tyrion-Lannister (Tyrion), 1639992, "of Lord-Stannis scouts; we would never have been able to take him unawares."  His words made Tyrion"
Sansa-Stark (Sansa), Tyrion-Lannister (Tyrion), 1640252, "did that;" Sansa blurted out suddenly.  "Never believe anything you hear in a song; my lady." Tyrion"
Ballabar (Maester-Ballabar), Tyrion-Lannister (Tyrion), 1641113, "away; one to a cell to rot and the other to get sewn up by Maester-Ballabar.  Tyrion"
Tyrion-Lannister (Tyrion), Joffrey-Baratheon (Joffrey), 1642356, "device. Their mounts were barded likewise.  Tyrion glanced along the dais at all the laughing faces. Joffrey"
Joffrey-Baratheon (Joffrey), Tommen (Tommen), 1642387, "likewise.  Tyrion glanced along the dais at all the laughing faces. Joffrey was red and breathless; Tommen"
Tyrion-Lannister (Tyrion), Tommen (Tommen), 1642387, "likewise.  Tyrion glanced along the dais at all the laughing faces. Joffrey was red and breathless; Tommen"
Tommen (Tommen), Cersei-Lannister (Cersei), 1642443, "faces. Joffrey was red and breathless; Tommen was hooting and hopping up and down in his seat; Cersei"
Cersei-Lannister (Cersei), Tywin-Lannister (Lord-Tywin), 1642487, "Tommen was hooting and hopping up and down in his seat; Cersei was chuckling politely; and even Lord-Tywin"
Tywin-Lannister (Lord-Tywin), Sansa-Stark (Sansa-Stark), 1642558, "was chuckling politely; and even Lord-Tywin looked mildly amused. Of all those at the high table; only Sansa-Stark"
Tyrion-Lannister (dwarf), Osmund-Kettleblack (Ser-Osmund), 1646308, "face. The dwarf hopped back to the floor well satisfied; and by the time he looked back Ser-Osmund"
Osmund-Kettleblack (Ser-Osmund), Meryn-Trant (Ser-Meryn), 1646322, "dwarf hopped back to the floor well satisfied; and by the time he looked back Ser-Osmund and Ser-Meryn"
Meryn-Trant (Ser-Meryn), Joffrey-Baratheon (Joff), 1646340, "to the floor well satisfied; and by the time he looked back Ser-Osmund and Ser-Meryn were helping Joff"
Osmund-Kettleblack (Ser-Osmund), Joffrey-Baratheon (Joff), 1646340, "to the floor well satisfied; and by the time he looked back Ser-Osmund and Ser-Meryn were helping Joff"
Joffrey-Baratheon (Joff), Cersei-Lannister (Cersei), 1646383, "time he looked back Ser-Osmund and Ser-Meryn were helping Joff climb down as well. When he noticed Cersei"
Meryn-Trant (Ser-Meryn), Cersei-Lannister (Cersei), 1646383, "time he looked back Ser-Osmund and Ser-Meryn were helping Joff climb down as well. When he noticed Cersei"
Osmund-Kettleblack (Ser-Osmund), Cersei-Lannister (Cersei), 1646383, "time he looked back Ser-Osmund and Ser-Meryn were helping Joff climb down as well. When he noticed Cersei"
Cersei-Lannister (Cersei), Tyrion-Lannister (Tyrion), 1646406, "Ser-Osmund and Ser-Meryn were helping Joff climb down as well. When he noticed Cersei glaring at him; Tyrion"
Joffrey-Baratheon (Joff), Tyrion-Lannister (Tyrion), 1646406, "Ser-Osmund and Ser-Meryn were helping Joff climb down as well. When he noticed Cersei glaring at him; Tyrion"
Meryn-Trant (Ser-Meryn), Tyrion-Lannister (Tyrion), 1646406, "Ser-Osmund and Ser-Meryn were helping Joff climb down as well. When he noticed Cersei glaring at him; Tyrion"
Tyrion-Lannister (Tyrion), Garlan-Tyrell (Ser-Garlan), 1646647, "to their trenchers of brawn; and Tyrion called for another cup of wine. But suddenly he felt Ser-Garlan"
Garlan-Tyrell (Ser-Garlan), Tyrion-Lannister (Tyrion), 1646725, "suddenly he felt Ser-Garlan hand on his sleeve. "My lord; beware;" the knight warned. "The king."  Tyrion"
Tyrion-Lannister (Tyrion), Joffrey-Baratheon (Joffrey), 1646753, "on his sleeve. "My lord; beware;" the knight warned. "The king."  Tyrion turned in his seat. Joffrey"
Tyrion-Lannister (Imp), Joffrey-Baratheon (Joffrey), 1647193, "down his cheeks; and soaked the velvet of his new doublet. "How do you like that; Imp?" Joffrey"
Joffrey-Baratheon (Joffrey), Tyrion-Lannister (Tyrion), 1647209, "and soaked the velvet of his new doublet. "How do you like that; Imp?" Joffrey mocked.  Tyrion"
Garlan-Tyrell (Ser-Garlan), Tyrion-Lannister (Tyrion), 1647424, "clarity. "That was ill done; Your Grace;" he heard Ser-Garlan say quietly.  "Not at all; Ser-Garlan." Tyrion"
Joffrey-Baratheon (Joffrey), Tyrion-Lannister (Tyrion), 1647710, "A pity the wine spilled."  "It didnt spill;" said Joffrey; too graceless to take the retreat Tyrion"
Tyrion-Lannister (Tyrion), Margaery-Tyrell (Queen-Margaery), 1647774, "Joffrey; too graceless to take the retreat Tyrion offered him. "And I wasnt serving you; either."  Queen-Margaery"
Margaery-Tyrell (Queen-Margaery), Joffrey-Baratheon (Joffrey), 1647803, "take the retreat Tyrion offered him. "And I wasnt serving you; either."  Queen-Margaery appeared suddenly at Joffrey"
Tyrion-Lannister (Tyrion), Joffrey-Baratheon (Joffrey), 1647803, "take the retreat Tyrion offered him. "And I wasnt serving you; either."  Queen-Margaery appeared suddenly at Joffrey"
Olenna-Tyrell (Lady-Olenna-Tyrell), Tyrion-Lannister (dwarf), 1648030, ""Alaric of Eysen;" said Lady-Olenna-Tyrell; leaning on her cane and taking no more notice of the wine-soaked dwarf"
Addam-Marbrand (Ser-Addam), Margaery-Tyrell (Margaery), 1648228, "Ive forgotten how it goes."  "Ser-Addam has a toast he wants to make as well;" said Margaery"
Margaery-Tyrell (Margaery), Joffrey-Baratheon (Joffrey), 1648278, "toast he wants to make as well;" said Margaery. "Your Grace; please."  "I have no wine;" Joffrey"
Joffrey-Baratheon (Joffrey), Tyrion-Lannister (Imp), 1648342, "have no wine;" Joffrey declared. "How can I drink a toast if I have no wine? Uncle Imp"
Joffrey-Baratheon (Joffrey), Tyrion-Lannister (Tyrion), 1648527, " "It not meant to be an honor!" Joffrey screamed. "Bend down and pick up my chalice." Tyrion"
Tyrion-Lannister (Tyrion), Joffrey-Baratheon (Joff), 1648584, "pick up my chalice." Tyrion did as he was bid; but as he reached for the handle Joff"
Tyrion-Lannister (Tyrion), Garlan-Tyrell (Ser-Garlan), 1649202, "rise; and almost spilled him again. Tyrion had to grab hold of a chair to steady himself. Ser-Garlan"
Garlan-Tyrell (Ser-Garlan), Joffrey-Baratheon (Joffrey), 1649227, "again. Tyrion had to grab hold of a chair to steady himself. Ser-Garlan lent him a hand. Joffrey"
Garlan-Tyrell (Ser-Garlan), Cersei-Lannister (Cersei), 1649247, "to grab hold of a chair to steady himself. Ser-Garlan lent him a hand. Joffrey laughed; and Cersei"
Joffrey-Baratheon (Joffrey), Cersei-Lannister (Cersei), 1649247, "to grab hold of a chair to steady himself. Ser-Garlan lent him a hand. Joffrey laughed; and Cersei"
Joffrey-Baratheon (Joff), Margaery-Tyrell (Margaery), 1650292, "judged.  King-Joffrey and his queen met the pie below the dais. As Joff drew his sword; Margaery"
Joffrey-Baratheon (Joffrey), Ilyn-Payne (Ser-Ilyn), 1650422, "to restrain him. "Widow Wail was not meant for slicing pies."  "True." Joffrey lifted his voice. "Ser-Ilyn"
Ilyn-Payne (Ser-Ilyn-Payne), Tyrion-Lannister (Tyrion), 1650545, "From the shadows at the back of the hall; Ser-Ilyn-Payne appeared. The specter at the feast; thought Tyrion"
Tyrion-Lannister (Tyrion), Ilyn-Payne (Kings-Justice), 1650577, "back of the hall; Ser-Ilyn-Payne appeared. The specter at the feast; thought Tyrion as he watched the Kings-Justice"
Sansa-Stark (Sansa), Tyrion-Lannister (Tyrion), 1651229, "the shape of a grinning skull.  Sansa stirred in her seat. "What sword is that?"  Tyrion"
Tyrion-Lannister (Tyrion), Ilyn-Payne (Ser-Ilyn), 1651299, ""What sword is that?"  Tyrion eyes still stung from the wine. He blinked and looked again. Ser-Ilyn"
Sansa-Stark (Sansa), Ilyn-Payne (Ser-Ilyn), 1651475, "steel had a darkness to it; a smokiness in its soul. Sansa clutched his arm. "What has Ser-Ilyn"
Ilyn-Payne (Ser-Ilyn), Robb-Stark (Robb-Stark), 1651546, "arm. "What has Ser-Ilyn done with my father sword?"  I should have sent Ice back to Robb-Stark"
Ilyn-Payne (Ser-Ilyn), Tyrion-Lannister (Tyrion), 1651554, ""What has Ser-Ilyn done with my father sword?"  I should have sent Ice back to Robb-Stark; Tyrion"
Robb-Stark (Robb-Stark), Tyrion-Lannister (Tyrion), 1651554, ""What has Ser-Ilyn done with my father sword?"  I should have sent Ice back to Robb-Stark; Tyrion"
Robb-Stark (Robb-Stark), Tywin-Lannister (Lord-Tywin), 1651604, " I should have sent Ice back to Robb-Stark; Tyrion thought. He glanced at his father; but Lord-Tywin"
Tyrion-Lannister (Tyrion), Tywin-Lannister (Lord-Tywin), 1651604, " I should have sent Ice back to Robb-Stark; Tyrion thought. He glanced at his father; but Lord-Tywin"
Robb-Stark (Robb-Stark), Joffrey-Baratheon (Joffrey), 1651636, "back to Robb-Stark; Tyrion thought. He glanced at his father; but Lord-Tywin was watching the king.  Joffrey"
Tyrion-Lannister (Tyrion), Joffrey-Baratheon (Joffrey), 1651636, "back to Robb-Stark; Tyrion thought. He glanced at his father; but Lord-Tywin was watching the king.  Joffrey"
Tywin-Lannister (Lord-Tywin), Joffrey-Baratheon (Joffrey), 1651636, "back to Robb-Stark; Tyrion thought. He glanced at his father; but Lord-Tywin was watching the king.  Joffrey"
Joffrey-Baratheon (Joffrey), Margaery-Tyrell (Margaery), 1651649, "Robb-Stark; Tyrion thought. He glanced at his father; but Lord-Tywin was watching the king.  Joffrey and Margaery"
Tyrion-Lannister (Tyrion), Margaery-Tyrell (Margaery), 1651649, "Robb-Stark; Tyrion thought. He glanced at his father; but Lord-Tywin was watching the king.  Joffrey and Margaery"
Tywin-Lannister (Lord-Tywin), Margaery-Tyrell (Margaery), 1651649, "Robb-Stark; Tyrion thought. He glanced at his father; but Lord-Tywin was watching the king.  Joffrey and Margaery"
Sansa-Stark (Sansa), Tyrion-Lannister (Tyrion), 1652378, "the white ones fluttering about the hall. Sansa was not eating either. "Youre deathly pale; my lady;" Tyrion"
Tyrion-Lannister (Tyrion), Joffrey-Baratheon (Joff), 1652851, "the table where hed left it. Tyrion had to climb back onto his chair to reach it. Joff"
Joffrey-Baratheon (Joff), Tyrion-Lannister (Tyrion), 1653156, " "My uncle hasnt eaten his pigeon pie." Holding the chalice one-handed; Joff jammed his other into Tyrion"
Margaery-Tyrell (Margaery), Joffrey-Baratheon (Joff), 1653652, "coughing.  Margaery looked at him with concern. "Your Grace?"  "It; kof; the pie; noth�kof; pie." Joff"
Margaery-Tyrell (Queen-Margaery), Olenna-Tyrell (Queen-of-Thorns), 1654032, " "He choking;" Queen-Margaery gasped.  Her grandmother moved to her side. "Help the poor boy!" the Queen-of-Thorns"
Garlan-Tyrell (Ser-Garlan), Tyrion-Lannister (Tyrion), 1654158, "ten times her size. "Dolts! Will you all stand about gaping? Help your king!"  Ser-Garlan shoved Tyrion"
Garlan-Tyrell (Ser-Garlan), Joffrey-Baratheon (Joffrey), 1654191, "you all stand about gaping? Help your king!"  Ser-Garlan shoved Tyrion aside and began to pound Joffrey"
Tyrion-Lannister (Tyrion), Joffrey-Baratheon (Joffrey), 1654191, "you all stand about gaping? Help your king!"  Ser-Garlan shoved Tyrion aside and began to pound Joffrey"
Garlan-Tyrell (Ser-Garlan), Osmund-Kettleblack (Ser-Osmund-Kettleblack), 1654227, "gaping? Help your king!"  Ser-Garlan shoved Tyrion aside and began to pound Joffrey on the back. Ser-Osmund-Kettleblack"
Joffrey-Baratheon (Joffrey), Osmund-Kettleblack (Ser-Osmund-Kettleblack), 1654227, "gaping? Help your king!"  Ser-Garlan shoved Tyrion aside and began to pound Joffrey on the back. Ser-Osmund-Kettleblack"
Tyrion-Lannister (Tyrion), Osmund-Kettleblack (Ser-Osmund-Kettleblack), 1654227, "gaping? Help your king!"  Ser-Garlan shoved Tyrion aside and began to pound Joffrey on the back. Ser-Osmund-Kettleblack"
High-Septon (High-Septon), Pycelle (Grand-Maester-Pycelle), 1654644, "heels!" A different voice was calling; "Water; give him some water!" The High-Septon began to pray loudly. Grand-Maester-Pycelle"
Pycelle (Grand-Maester-Pycelle), Joffrey-Baratheon (Joffrey), 1654728, "pray loudly. Grand-Maester-Pycelle shouted for someone to help him back to his chambers; to fetch his potions. Joffrey"
Tommen (Prince-Tommen), Tyrion-Lannister (Tyrion), 1654926, "muscles stood out hard as stone. Prince-Tommen was screaming and crying.  He is going to die; Tyrion"
Tyrion-Lannister (Tyrion), Joffrey-Baratheon (Joff), 1655024, "to die; Tyrion realized. He felt curiously calm; though pandemonium raged all about him. They were pounding Joff"
Tyrion-Lannister (Tyrion), Jaime-Lannister (Jaime), 1655436, "to jam a spoon down his throat. As he did; the boy eyes met Tyrion. He has Jaime"
Jaime-Lannister (Jaime), Joffrey-Baratheon (Joffrey), 1655518, "He has Jaime eyes. Only he had never seen Jaime look so scared. The boy only thirteen. Joffrey"
Cersei-Lannister (Cersei), Tyrion-Lannister (Tyrion), 1655813, "save him? "Noooo;" Cersei wailed; "Father help him; someone help him; my son; my son �"  Tyrion"
